frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok,message_counter,image_sha256
139,15,-0.13333333333333336,0.0,2.2,0.0,0.33333333333333337,-0.09999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0139.png,True,980,7de6a1d96627cd26d0bd7bad0d8e180f6b6e15b05844fbc8eff348901d05e3ba
140,15,-0.0888888888888889,0.0,2.2,0.0,0.35555555555555557,-0.20000000000000007,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0140.png,True,987,83b5700b41537db0b029526d3348d2878ce0e4eecde4bb2bfe1e0a616f59e322
141,15,-0.04444444444444445,0.0,2.2,0.0,0.37777777777777777,-0.29999999999999993,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0141.png,True,994,dd8b44a7944b1c5369bd09a37898d4ae94da8bd78ced4f14439f224d5d5f6294
142,16,0.0,0.0,2.2,0.0,0.4,-0.4,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0142.png,True,1001,7aa6196b776b3c4d79999f7ea8a2155f89cdc33faf8f3df4e39bc276c98506bd
143,16,0.15,0.0,2.2,0.0,0.40625,-0.375,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0143.png,True,1008,dcab4c544efa907052f1401785381ae6e234b51c9caf1f7c0ffa7ef2d47f0f5b
144,16,0.3,0.0,2.2,0.0,0.41250000000000003,-0.35000000000000003,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0144.png,True,1014,85f222615efbdd9d4fd1dd09b11afe6ffaf895fd8d3e9012bcf8989e2972edae
145,16,0.44999999999999996,0.0,2.2,0.0,0.41875,-0.325,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0145.png,True,1021,d223a8bd4ae3eb906d1922a174d383fcc0af8cad7d2f150887c310df5402fe30
146,16,0.6,0.0,2.2,0.0,0.42500000000000004,-0.30000000000000004,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0146.png,True,1028,e0ecf32bd998cabb356ae048cc973f4132f123e97db35f0d9215897e48b53e0d
147,16,0.75,0.0,2.2,0.0,0.43125,-0.275,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0147.png,True,1035,0f34147998433e4ae36a7f39990f6e3107fd4c2a3aed513f96ae0d22b2e4ddce
148,16,0.8999999999999999,0.0,2.2,0.0,0.4375,-0.25,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0148.png,True,1041,7047a13fcbf824e568270eba9fc4b3b4233b87cb2f96f97f45f22d8dc452e944
149,16,1.05,0.0,2.2,0.0,0.44375000000000003,-0.225,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0149.png,True,1048,900f6e204c6e8cc6cfd8730ad47c9f0bda3f584e8ea1bdd417ecde62c57f5390
150,16,1.2,0.0,2.2,0.0,0.45,-0.2,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0150.png,True,1055,622b9ad8e95ec381d235753912e5e7ab16bec279fdf9b01d90a467f97b526c5f
151,16,1.3499999999999999,0.0,2.2,0.0,0.45625,-0.17500000000000002,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0151.png,True,1061,a06d1228e4a5156282ca09dfe66d8a40ab54d692b6cea00723b5bbb054b06b96
152,16,1.5,0.0,2.2,0.0,0.4625,-0.15000000000000002,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0152.png,True,1068,ed54395f325f5567d88cc52267c1a5cfd032c3951cdb43237ce8ce14ae60fd74
153,16,1.65,0.0,2.2,0.0,0.46875,-0.125,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0153.png,True,1075,ff0a2f6be83ba30eb5aed869277c0578683033a0a0add5326927c6043532e6d2
154,16,1.7999999999999998,0.0,2.2,0.0,0.475,-0.09999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0154.png,True,1082,826079c842dab1b471b7e376547cf7f12c816cf055e402314f77d5649d6da3cf
155,16,1.95,0.0,2.2,0.0,0.48125,-0.07500000000000001,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0155.png,True,1089,16b30587fa4cbc07fe4f22dfad1f26bca123d9fba975763065dd933f730486ce
156,16,2.1,0.0,2.2,0.0,0.4875,-0.04999999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0156.png,True,1096,e497b7d6a887c87e5b57da2efb0ee091fd328394115543be1860a7908cde4add
157,16,2.25,0.0,2.2,0.0,0.49375,-0.025000000000000022,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0157.png,True,1103,09ae4952b1148bb812e293017daf39e8c5d2f47044ba7bdd34bf59fd2f20fafa
158,17,2.4,0.0,2.2,0.0,0.5,0.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0158.png,True,1109,e1a5731e3b297c4a4f84fcc2eda6295f859635a6738e9b6326b1c8920c8183a4
159,17,2.533333333333333,-0.06666666666666667,2.2,0.0,0.48333333333333334,-0.06666666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0159.png,True,1116,7917859af5eef9fdc150790d1dc663b2e72ebd34f21528ce84ba58a3b6342d82
160,17,2.6666666666666665,-0.13333333333333333,2.2,0.0,0.4666666666666667,-0.13333333333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0160.png,True,1122,551a379efcc93628de27839f15469964199ec241aaa339627808afe8cc689b24
161,17,2.8,-0.2,2.2,0.0,0.45,-0.2,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0161.png,True,1128,25eea288523243f111cbd0dab744c1d7dd775f0278a4be63f868e28483b206bc
162,17,2.9333333333333336,-0.26666666666666666,2.2,0.0,0.43333333333333335,-0.26666666666666666,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0162.png,True,1135,2276e4ea226270f2d1b5021f36c088c8301d71f8aec15b2f300686ff21d7403a
163,17,3.066666666666667,-0.33333333333333337,2.2,0.0,0.4166666666666667,-0.33333333333333337,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0163.png,True,1142,1f5f5231366e6bad2d543bfbb32b1bac3b813d391fa7da8e9d59d9b6e7c718da
164,18,3.2,-0.4,2.2,0.0,0.4,-0.4,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0164.png,True,1149,da82848f091c582125c9449bd64ae7b95f308dd25c92990722d1ea1c3359dda4
165,18,3.342857142857143,-0.4,2.2,0.0,0.4142857142857143,-0.34285714285714286,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0165.png,True,1156,19fb5173d46b8efa09e692dd7009c44ba3eba1bcdfbd3a8ebf3250bcc5397bb3
166,18,3.4857142857142858,-0.4,2.2,0.0,0.4285714285714286,-0.28571428571428575,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0166.png,True,1162,fc4e7d2f1526a4da033287972e5590663803dc512c8c72550b54ea5f39e0a5d3
167,18,3.6285714285714286,-0.4,2.2,0.0,0.44285714285714284,-0.2285714285714286,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0167.png,True,1169,d4761c4cef9ba764ef9c7611a4fa11e3270ab8b3f23c5e1b27b038ebeb0f6c79
168,18,3.7714285714285714,-0.4,2.2,0.0,0.45714285714285713,-0.17142857142857146,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0168.png,True,1176,3a57c5f539ad252948c025d423a88790758915885ed6e3ba114be0ca2f14039c
169,18,3.9142857142857146,-0.4,2.2,0.0,0.4714285714285714,-0.11428571428571427,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0169.png,True,1183,17829890ff58c744636ce7b39b76306066bb6588fd81c77d503a6fa6497dc62e
170,18,4.057142857142857,-0.4,2.2,0.0,0.4857142857142857,-0.05714285714285716,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0170.png,True,1190,1e5de27727dfcccdd353f2997e87ef2419c47e4888337784549704c4b5a518cd
171,19,4.2,-0.4,2.2,0.0,0.5,0.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0171.png,True,1197,19b0c17d875b9f667fbc7f92e3b83f94d687311d22908fb605071c940062fb7a
172,19,4.276470588235294,-0.4,2.2,0.0,0.49411764705882355,0.09999999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0172.png,True,1204,efadf9043045812acff2bbff8aab7f05340d7761d360808302ecba6210d553f6
173,19,4.352941176470589,-0.4,2.2,0.0,0.48823529411764705,0.19999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0173.png,True,1211,a7ce1b04c2c578946123778a333a8852b4cc5bc40b9a31e1d6689b9d600b97cf
174,19,4.429411764705883,-0.4,2.2,0.0,0.4823529411764706,0.3,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0174.png,True,1217,7eeadd0266e9a1ca8214393151c947663310625a6c5342a724ca70098b921f76
175,19,4.5058823529411764,-0.4,2.2,0.0,0.47647058823529415,0.39999999999999997,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0175.png,True,1224,7e74ec280b97253e11f71172d7117d66d3cc62ef1e93d63c905ebb8daad9ddfb
176,19,4.58235294117647,-0.4,2.2,0.0,0.47058823529411764,0.5,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0176.png,True,1230,bf7054838a6250de0a0c9996bd048859e6191d78ef9d2de239389e0b81adfa0e
177,19,4.658823529411765,-0.4,2.2,0.0,0.4647058823529412,0.6,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0177.png,True,1238,1751b248133ed0ea91c5db212ff479ad8e4fc2bb1da3d40ac67ad25d6d972827
178,19,4.735294117647059,-0.4,2.2,0.0,0.45882352941176474,0.7,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0178.png,True,1244,4b13ba5437e47c94d355aae09256a7ee04c0ad53ed42bc80e249377fc9e990b7
179,19,4.811764705882353,-0.4,2.2,0.0,0.45294117647058824,0.7999999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0179.png,True,1250,506a56a06971d7535c71b110f0453d1fd032b4a70e2354e7e049cc0ee8bcc8ba
180,19,4.8882352941176475,-0.4,2.2,0.0,0.4470588235294118,0.9,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0180.png,True,1256,d4b9ab5925af1c045ff14a3ef5d72da2f30e18a536cd2c21f847e704a3490eb1
181,19,4.964705882352941,-0.4,2.2,0.0,0.4411764705882353,1.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0181.png,True,1263,7cdf73ffbbb7f8f950757e97da4dfefff58e2378372cd2c681d5a498f305464b
182,19,5.041176470588235,-0.4,2.2,0.0,0.43529411764705883,1.1,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0182.png,True,1270,13c5f993e478cc40ada377b6c9df27a5c9915c6cdaa5f381ada0df4eb8d27821
183,19,5.11764705882353,-0.4,2.2,0.0,0.4294117647058824,1.2,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0183.png,True,1277,9e44a1f11eddbb04d3487c1f73ce5e93fdb0cc805fdc0c412f9bf09282af0cdf
184,19,5.194117647058824,-0.4,2.2,0.0,0.42352941176470593,1.2999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0184.png,True,1284,20494c7a193a6a4223e6f9fcace42d07d7dcecbe8b0b54556e26ab0063b228fd
185,19,5.270588235294118,-0.4,2.2,0.0,0.4176470588235294,1.4,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0185.png,True,1290,586ca2aab3104739302ea4286dd2f9d61ac4113682669e6511aa16ed81748e55
186,19,5.347058823529411,-0.4,2.2,0.0,0.411764705882353,1.5,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0186.png,True,1297,0f31ce96c3ffba89b7428777ddd62e67929fa3f8a5d79a137a6624b7f44a2280
187,19,5.423529411764706,-0.4,2.2,0.0,0.40588235294117647,1.5999999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0187.png,True,1304,f7c086aff3f33c011e9deab90681290a88cbc9e1d701ae53de4d7323496000cf
188,19,5.5,-0.4,2.2,0.0,0.4,1.7,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0188.png,True,1317,d689a95aacf5ed10da93577468fe1a2442211701ef4db8ea7518f10cec344b6c
